id,Season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_id,player_of_match,umpire1,umpire2,umpire3,,,
266,IPL-2011,Delhi,28-04-2011,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kolkata Knight Riders,17,0,0,MK Tiwary,PR Reiffel,RJ Tucker,,,,
267,IPL-2011,Jaipur,29-04-2011,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,0,J Botha,Asad Rauf,SK Tarapore,,,,
268,IPL-2011,Bangalore,29-04-2011,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,0,Royal Challengers Bangalore,26,0,0,V Kohli,Aleem Dar,SS Hazare,,,,
269,IPL-2011,Kochi,30-04-2011,Delhi Daredevils,Kochi Tuskers Kerala,Delhi Daredevils,bat,normal,0,Delhi Daredevils,38,0,0,V Sehwag,HDPK Dharmasena,AL Hill,,,,
270,IPL-2011,Kolkata,30-04-2011,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,0,Iqbal Abdulla,AM Saheba,SL Shastri,,,,
271,IPL-2011,Jaipur,2011-01-05,Pune Warriors,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,0,LRPL Taylor,SK Tarapore,SJA Taufel,,,,
272,IPL-2011,Chennai,2011-01-05,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,19,0,0,JA Morkel,Aleem Dar,RB Tiffin,,,,
273,IPL-2011,Mumbai,2011-02-05,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,23,0,0,KA Pollard,HDPK Dharmasena,PR Reiffel,,,,
274,IPL-2011,Delhi,2011-02-05,Delhi Daredevils,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Kochi Tuskers Kerala,0,7,0,P Parameswaran,Asad Rauf,SL Shastri,,,,
275,IPL-2011,Hyderabad,2011-03-05,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,0,Kolkata Knight Riders,20,0,0,YK Pathan,S Asnani,RJ Tucker,,,,
276,IPL-2011,Chennai,2011-04-05,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,8,0,MEK Hussey,SS Hazare,RB Tiffin,,,,
277,IPL-2011,Mumbai,2011-04-05,Mumbai Indians,Pune Warriors,Pune Warriors,field,normal,0,Mumbai Indians,21,0,0,R Sharma,HDPK Dharmasena,SJA Taufel,,,,
278,IPL-2011,Kochi,2011-05-05,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kochi Tuskers Kerala,17,0,0,BJ Hodge,S Ravi,RJ Tucker,,,,
279,IPL-2011,Hyderabad,2011-05-05,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,4,0,V Sehwag,Asad Rauf,AM Saheba,,,,
280,IPL-2011,Bangalore,2011-06-05,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,85,0,0,CH Gayle,Aleem Dar,RB Tiffin,,,,
281,IPL-2011,Kolkata,2011-07-05,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,1,Kolkata Knight Riders,10,0,0,Iqbal Abdulla,Asad Rauf,PR Reiffel,,,,
282,IPL-2011,Mumbai,2011-07-05,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,32,0,0,AT Rayudu,K Hariharan,SJA Taufel,,,,
283,IPL-2011,Bangalore,2011-08-05,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,normal,0,Royal Challengers Bangalore,0,9,0,CH Gayle,Aleem Dar,SS Hazare,,,,
284,IPL-2011,Chandigarh,2011-08-05,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,normal,0,Pune Warriors,0,5,0,R Sharma,SK Tarapore,RJ Tucker,,,,
285,IPL-2011,Jaipur,2011-09-05,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,63,0,0,M Vijay,K Hariharan,SJA Taufel,,,,
286,IPL-2011,Hyderabad,2011-10-05,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,0,Pune Warriors,0,6,0,MR Marsh,Asad Rauf,AM Saheba,,,,
287,IPL-2011,Chandigarh,2011-10-05,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,76,0,0,BA Bhatt,SK Tarapore,RJ Tucker,,,,
288,IPL-2011,Jaipur,2011-11-05,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,9,0,S Aravind,HDPK Dharmasena,K Hariharan,,,,
289,IPL-2011,Chennai,2011-12-05,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Chennai Super Kings,18,0,0,MS Dhoni,AM Saheba,SL Shastri,,,,
290,IPL-2011,Indore,13-05-2011,Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,0,KD Karthik,S Asnani,RJ Tucker,,,,
291,IPL-2011,Bangalore,14-05-2011,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0,4,0,CH Gayle,RE Koertzen,RB Tiffin,,,,
292,IPL-2011,Mumbai,14-05-2011,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Deccan Chargers,10,0,0,A Mishra,S Ravi,SK Tarapore,,,,
293,IPL-2011,Dharamsala,15-05-2011,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kings XI Punjab,29,0,0,PP Chawla,Asad Rauf,SL Shastri,,,,
294,IPL-2011,Indore,15-05-2011,Rajasthan Royals,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Kochi Tuskers Kerala,0,8,0,BJ Hodge,PR Reiffel,RJ Tucker,,,,
295,IPL-2011,Mumbai,16-05-2011,Pune Warriors,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,6,0,A Mishra,S Ravi,SK Tarapore,,,,
296,IPL-2011,Dharamsala,17-05-2011,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,normal,0,Kings XI Punjab,111,0,0,AC Gilchrist,Asad Rauf,AM Saheba,,,,
297,IPL-2011,Chennai,18-05-2011,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,normal,0,Chennai Super Kings,11,0,0,WP Saha,HDPK Dharmasena,RE Koertzen,,,,
298,IPL-2011,Mumbai,19-05-2011,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,0,YK Pathan,S Ravi,SJA Taufel,,,,
299,IPL-2011,Mumbai,20-05-2011,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,0,10,0,SR Watson,RE Koertzen,PR Reiffel,,,,
300,IPL-2011,Dharamsala,21-05-2011,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Deccan Chargers,82,0,0,S Dhawan,Asad Rauf,AM Saheba,,,,
301,IPL-2011,Delhi,21-05-2011,Delhi Daredevils,Pune Warriors,Delhi Daredevils,bat,no result,0,,0,0,0,,SS Hazare,RJ Tucker,,,,
302,IPL-2011,Bangalore,22-05-2011,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,8,0,CH Gayle,K Hariharan,RE Koertzen,,,,
303,IPL-2011,Kolkata,22-05-2011,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,0,JEC Franklin,SK Tarapore,SJA Taufel,,,,
304,IPL-2011,Mumbai,24-05-2011,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,0,SK Raina,Asad Rauf,SJA Taufel,,,,
305,IPL-2011,Mumbai,25-05-2011,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,0,MM Patel,Asad Rauf,SJA Taufel,,,,
306,IPL-2011,Chennai,27-05-2011,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,43,0,0,CH Gayle,Asad Rauf,SJA Taufel,,,,
307,IPL-2011,Chennai,28-05-2011,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,58,0,0,M Vijay,Asad Rauf,SJA Taufel,,,,
308,IPL-2012,Chennai,2012-04-04,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,0,RE Levi,JD Cloete,SJA Taufel,,,,
309,IPL-2012,Kolkata,2012-05-04,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,8,0,IK Pathan,S Asnani,HDPK Dharmasena,,,,
310,IPL-2012,Mumbai,2012-06-04,Pune Warriors,Mumbai Indians,Mumbai Indians,field,normal,0,Pune Warriors,28,0,0,SPD Smith,AK Chaudhary,SJA Taufel,,,,
311,IPL-2012,Jaipur,2012-06-04,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Rajasthan Royals,31,0,0,AM Rahane,BF Bowden,SK Tarapore,,,,
312,IPL-2012,Bangalore,2012-07-04,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,20,0,0,AB de Villiers,S Asnani,S Ravi,,,,
313,IPL-2012,Visakhapatnam,2012-07-04,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,0,Chennai Super Kings,74,0,0,RA Jadeja,JD Cloete,HDPK Dharmasena,,,,
314,IPL-2012,Jaipur,2012-08-04,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,22,0,0,BJ Hodge,BF Bowden,VA Kulkarni,,,,
315,IPL-2012,Pune,2012-08-04,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,normal,0,Pune Warriors,22,0,0,MN Samuels,S Das,SJA Taufel,,,,
316,IPL-2012,Visakhapatnam,2012-09-04,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Mumbai Indians,0,5,0,RG Sharma,AK Chaudhary,JD Cloete,,,,
317,IPL-2012,Bangalore,2012-10-04,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,42,0,0,L Balaji,S Ravi,RJ Tucker,,,,
318,IPL-2012,Delhi,2012-10-04,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,8,0,M Morkel,Asad Rauf,SK Tarapore,,,,
319,IPL-2012,Mumbai,2012-11-04,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,27,0,0,KA Pollard,Aleem Dar,BNJ Oxenford,,,,
320,IPL-2012,Chennai,2012-12-04,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,0,5,0,F du Plessis,HDPK Dharmasena,RJ Tucker,,,,
321,IPL-2012,Chandigarh,2012-12-04,Pune Warriors,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,0,AD Mascarenhas,VA Kulkarni,SK Tarapore,,,,
322,IPL-2012,Kolkata,13-04-2012,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,0,5,0,Shakib Al Hasan,Asad Rauf,S Asnani,,,,
323,IPL-2012,Delhi,19-04-2012,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Delhi Daredevils,0,5,0,KP Pietersen,BF Bowden,SK Tarapore,,,,
324,IPL-2012,Pune,14-04-2012,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,normal,0,Pune Warriors,0,7,0,JD Ryder,Aleem Dar,BNJ Oxenford,,,,
325,IPL-2012,Kolkata,15-04-2012,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,2,0,0,SP Narine,Asad Rauf,S Asnani,,,,
326,IPL-2012,Bangalore,15-04-2012,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Rajasthan Royals,59,0,0,AM Rahane,JD Cloete,RJ Tucker,,,,
327,IPL-2012,Mumbai,16-04-2012,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,7,0,S Nadeem,BF Bowden,SK Tarapore,,,,
328,IPL-2012,Jaipur,17-04-2012,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,0,Rajasthan Royals,0,5,0,BJ Hodge,Aleem Dar,BNJ Oxenford,,,,
329,IPL-2012,Bangalore,17-04-2012,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,bat,normal,0,Royal Challengers Bangalore,0,6,0,CH Gayle,S Asnani,S Das,,,,
330,IPL-2012,Chandigarh,18-04-2012,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,0,8,0,G Gambhir,JD Cloete,RJ Tucker,,,,
331,IPL-2012,Hyderabad,2012-10-05,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Delhi Daredevils,0,9,0,DA Warner,JD Cloete,SJA Taufel,,,,
332,IPL-2012,Chennai,19-04-2012,Chennai Super Kings,Pune Warriors,Pune Warriors,field,normal,0,Chennai Super Kings,13,0,0,KMDN Kulasekara,Asad Rauf,S Das,,,,
333,IPL-2012,Chandigarh,20-04-2012,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,5,0,CH Gayle,S Ravi,RJ Tucker,,,,
334,IPL-2012,Chennai,21-04-2012,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,7,0,F du Plessis,Aleem Dar,BNJ Oxenford,,,,
335,IPL-2012,Delhi,21-04-2012,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,normal,0,Pune Warriors,20,0,0,SC Ganguly,Asad Rauf,S Das,,,,
336,IPL-2012,Mumbai,22-04-2012,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Kings XI Punjab,0,6,0,SE Marsh,S Ravi,RJ Tucker,,,,
337,IPL-2012,Cuttack,22-04-2012,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,0,B Lee,BF Bowden,SK Tarapore,,,,
338,IPL-2012,Jaipur,23-04-2012,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Royal Challengers Bangalore,46,0,0,AB de Villiers,Asad Rauf,S Asnani,,,,
339,IPL-2012,Pune,24-04-2012,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,normal,0,Delhi Daredevils,0,8,0,V Sehwag,S Ravi,RJ Tucker,,,,
340,IPL-2012,Chandigarh,25-04-2012,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,Mumbai Indians,0,4,0,AT Rayudu,Aleem Dar,BNJ Oxenford,,,,
341,IPL-2012,Pune,26-04-2012,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,0,Deccan Chargers,18,0,0,CL White,S Ravi,RJ Tucker,,,,
342,IPL-2012,Delhi,27-04-2012,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Daredevils,37,0,0,V Sehwag,Aleem Dar,BNJ Oxenford,,,,
343,IPL-2012,Chennai,28-04-2012,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,0,Kings XI Punjab,7,0,0,Mandeep Singh,BF Bowden,SK Tarapore,,,,
344,IPL-2012,Kolkata,28-04-2012,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,47,0,0,G Gambhir,Asad Rauf,BR Doctrove,,,,
345,IPL-2012,Delhi,29-04-2012,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Delhi Daredevils,1,0,0,V Sehwag,S Ravi,RJ Tucker,,,,
346,IPL-2012,Mumbai,29-04-2012,Deccan Chargers,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,0,DW Steyn,AK Chaudhary,BNJ Oxenford,,,,
347,IPL-2012,Chennai,30-04-2012,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Kolkata Knight Riders,0,5,0,G Gambhir,BF Bowden,C Shamshuddin,,,,
348,IPL-2012,Cuttack,2012-01-05,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,0,Deccan Chargers,13,0,0,KC Sangakkara,Aleem Dar,AK Chaudhary,,,,
349,IPL-2012,Jaipur,2012-01-05,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,normal,0,Delhi Daredevils,0,6,0,P Negi,JD Cloete,SJA Taufel,,,,
350,IPL-2012,Bangalore,2012-02-05,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,4,0,Azhar Mahmood,BF Bowden,C Shamshuddin,,,,
351,IPL-2012,Pune,2012-03-05,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,normal,0,Mumbai Indians,1,0,0,SL Malinga,Asad Rauf,S Asnani,,,,
352,IPL-2012,Chennai,2012-04-05,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,10,0,0,SK Raina,HDPK Dharmasena,BNJ Oxenford,,,,
353,IPL-2012,Kolkata,2012-05-05,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,7,0,0,SP Narine,BF Bowden,SK Tarapore,,,,
354,IPL-2012,Chandigarh,2012-05-05,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,normal,0,Rajasthan Royals,43,0,0,SR Watson,JD Cloete,SJA Taufel,,,,
355,IPL-2012,Mumbai,2012-06-05,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,2,0,DR Smith,Asad Rauf,S Asnani,,,,
356,IPL-2012,Bangalore,2012-06-05,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,5,0,AB de Villiers,HDPK Dharmasena,BNJ Oxenford,,,,
357,IPL-2012,Delhi,2012-07-05,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,Kolkata Knight Riders,0,6,0,JH Kallis,JD Cloete,S Ravi,,,,
358,IPL-2012,Pune,2012-08-05,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,normal,0,Rajasthan Royals,0,7,0,SR Watson,Asad Rauf,BR Doctrove,,,,
359,IPL-2012,Hyderabad,2012-08-05,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,normal,0,Kings XI Punjab,25,0,0,Mandeep Singh,HDPK Dharmasena,BNJ Oxenford,,,,
360,IPL-2012,Mumbai,2012-09-05,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,9,0,CH Gayle,BF Bowden,VA Kulkarni,,,,
361,IPL-2012,Jaipur,2012-10-05,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,0,BW Hilfenhaus,BNJ Oxenford,C Shamshuddin,,,,
362,IPL-2012,Pune,2012-11-05,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,0,Royal Challengers Bangalore,35,0,0,CH Gayle,BF Bowden,SK Tarapore,,,,
363,IPL-2012,Kolkata,2012-12-05,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,27,0,0,RG Sharma,S Ravi,SJA Taufel,,,,
364,IPL-2012,Chennai,2012-12-05,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,9,0,BW Hilfenhaus,S Das,BR Doctrove,,,,
365,IPL-2012,Jaipur,13-05-2012,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,normal,0,Rajasthan Royals,45,0,0,A Chandila,BF Bowden,SK Tarapore,,,,
366,IPL-2012,Chandigarh,13-05-2012,Deccan Chargers,Kings XI Punjab,Deccan Chargers,bat,normal,0,Kings XI Punjab,0,4,0,DJ Hussey,HDPK Dharmasena,BNJ Oxenford,,,,
367,IPL-2012,Bangalore,14-05-2012,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,0,AT Rayudu,S Das,BR Doctrove,,,,
368,IPL-2012,Kolkata,14-05-2012,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,0,MEK Hussey,JD Cloete,SJA Taufel,,,,
369,IPL-2012,Delhi,15-05-2012,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,normal,0,Delhi Daredevils,0,5,0,UT Yadav,HDPK Dharmasena,BNJ Oxenford,,,,
370,IPL-2012,Mumbai,16-05-2012,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Kolkata Knight Riders,32,0,0,SP Narine,S Das,BR Doctrove,,,,
371,IPL-2012,Dharamsala,17-05-2012,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,0,AC Gilchrist,VA Kulkarni,SK Tarapore,,,,
372,IPL-2012,Delhi,17-05-2012,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,21,0,0,CH Gayle,HDPK Dharmasena,C Shamshuddin,,,,
373,IPL-2012,Hyderabad,18-05-2012,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,normal,0,Deccan Chargers,0,5,0,DW Steyn,S Ravi,SJA Taufel,,,,
374,IPL-2012,Dharamsala,19-05-2012,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,6,0,UT Yadav,BF Bowden,VA Kulkarni,,,,
375,IPL-2012,Pune,19-05-2012,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,34,0,0,Shakib Al Hasan,S Asnani,BR Doctrove,,,,
376,IPL-2012,Hyderabad,20-05-2012,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Deccan Chargers,9,0,0,DW Steyn,S Ravi,SJA Taufel,,,,
377,IPL-2012,Jaipur,20-05-2012,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Mumbai Indians,0,10,0,DR Smith,HDPK Dharmasena,C Shamshuddin,,,,
378,IPL-2012,Pune,22-05-2012,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,18,0,0,YK Pathan,BR Doctrove,SJA Taufel,,,,
379,IPL-2012,Bangalore,23-05-2012,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Chennai Super Kings,38,0,0,MS Dhoni,BF Bowden,HDPK Dharmasena,,,,
380,IPL-2012,Chennai,25-05-2012,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Chennai Super Kings,86,0,0,M Vijay,BR Doctrove,SJA Taufel,,,,
381,IPL-2012,Chennai,27-05-2012,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Kolkata Knight Riders,0,5,0,MS Bisla,BF Bowden,SJA Taufel,,,,
382,IPL-2013,Kolkata,2013-03-04,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,0,SP Narine,S Ravi,SJA Taufel,,,,
383,IPL-2013,Bangalore,2013-04-04,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,2,0,0,CH Gayle,VA Kulkarni,C Shamshuddin,,,,
384,IPL-2013,Hyderabad,2013-05-04,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,normal,0,Sunrisers Hyderabad,22,0,0,A Mishra,S Ravi,SJA Taufel,,,,
385,IPL-2013,Delhi,2013-06-04,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,normal,0,Rajasthan Royals,5,0,0,R Dravid,S Das,C Shamshuddin,,,,
386,IPL-2013,Chennai,2013-06-04,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,9,0,0,KA Pollard,M Erasmus,VA Kulkarni,,,,
387,IPL-2013,Pune,2013-07-04,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,normal,0,Kings XI Punjab,0,8,0,M Vohra,S Asnani,SJA Taufel,,,,
388,IPL-2013,Hyderabad,2013-07-04,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,tie,0,Sunrisers Hyderabad,0,0,0,GH Vihari,AK Chaudhary,S Ravi,,,,
389,IPL-2013,Jaipur,2013-08-04,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,19,0,0,SK Trivedi,Aleem Dar,S Das,,,,
390,IPL-2013,Mumbai,2013-09-04,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,0,Mumbai Indians,44,0,0,KD Karthik,M Erasmus,VA Kulkarni,,,,
391,IPL-2013,Chandigarh,2013-10-04,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,10,0,MEK Hussey,Aleem Dar,C Shamshuddin,,,,
392,IPL-2013,Bangalore,2013-11-04,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,8,0,CH Gayle,Asad Rauf,AK Chaudhary,,,,
393,IPL-2013,Pune,2013-11-04,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,normal,0,Pune Warriors,0,7,0,AJ Finch,M Erasmus,K Srinath,,,,
394,IPL-2013,Delhi,2013-12-04,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,Sunrisers Hyderabad,0,3,0,A Mishra,Aleem Dar,Subroto Das,,,,
395,IPL-2013,Mumbai,13-04-2013,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,normal,0,Mumbai Indians,41,0,0,RG Sharma,S Ravi,SJA Taufel,,,,
396,IPL-2013,Chennai,13-04-2013,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,0,RA Jadeja,Asad Rauf,AK Chaudhary,,,,
397,IPL-2013,Kolkata,14-04-2013,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,48,0,0,G Gambhir,M Erasmus,VA Kulkarni,,,,
398,IPL-2013,Jaipur,14-04-2013,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,0,JP Faulkner,Aleem Dar,C Shamshuddin,,,,
399,IPL-2013,Chennai,15-04-2013,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,normal,0,Pune Warriors,24,0,0,SPD Smith,Asad Rauf,AK Chaudhary,,,,
